WBAN,Date,Time,SkyCondition,Visibility,TempC,RelativeHumidity,WindSpeed,WindDirection,StationPressure,,,
4916,20100101,1935,CLR,10,-17,79,5,310,29.19,,,
4916,20100101,1955,CLR,10,-17,79,0,0,29.19,,,
4916,20100101,2015,CLR,10,-17,79,5,310,29.2,,,
4916,20100101,2035,CLR,10,-18,83,6,310,29.2,,,
4916,20100101,2055,CLR,10,-18,83,0,0,29.21,,,
4916,20100101,2115,CLR,10,-18,83,0,0,29.21,,,
4916,20100101,2135,CLR,10,-18,75,3,320,29.2,,,
4916,20100101,2155,CLR,10,-18,75,3,310,29.21,,,
4916,20100101,2215,CLR,10,-18,75,7,330,29.21,,,
4916,20100101,2235,CLR,10,-18,75,7,330,29.21,,,
4916,20100101,2255,CLR,10,-18,75,5,320,29.21,,,
4916,20100101,2315,CLR,10,-18,75,6,320,29.21,,,
4916,20100101,2335,CLR,10,-19,83,3,300,29.21,,,
4916,20100101,2355,CLR,10,-20,83,3,320,29.21,,,
4916,20100102,35,CLR,10,-20,83,6,320,29.21,,,
4916,20100102,55,CLR,10,-20,83,6,330,29.21,,,
4916,20100102,115,CLR,10,-21,87,0,0,29.22,,,
4916,20100102,135,CLR,10,-21,87,3,300,29.23,,,
4916,20100102,155,CLR,10,-21,87,3,280,29.24,,,
4916,20100102,215,CLR,10,-21,87,3,270,29.25,,,
4916,20100102,235,CLR,10,-22,86,5,320,29.25,,,
4916,20100102,255,CLR,10,-21,78,6,320,29.24,,,
4916,20100102,315,CLR,10,-21,78,7,360,29.24,,,
4916,20100102,335,CLR,10,-21,78,6,310,29.24,,,
4916,20100102,355,CLR,10,-22,78,8,330,29.24,,,
4916,20100102,415,CLR,10,-22,78,11,350,29.23,,,
4916,20100102,435,CLR,10,-22,78,3,310,29.25,,,
4916,20100102,455,CLR,10,-22,78,3,310,29.24,,,
4916,20100102,515,CLR,10,-22,78,7,330,29.25,,,
4916,20100102,535,CLR,10,-22,78,5,330,29.25,,,
4916,20100102,555,CLR,10,-23,74,5,320,29.26,,,
4916,20100102,615,CLR,10,-23,74,7,340,29.24,,,
4916,20100102,635,CLR,10,-23,82,7,20,29.22,,,
4916,20100102,655,CLR,10,-23,82,6,360,29.22,,,
4916,20100102,715,CLR,10,-23,74,5,360,29.23,,,
4916,20100102,735,CLR,10,-23,74,6,360,29.23,,,
4916,20100102,755,CLR,10,-23,74,7,10,29.22,,,
4916,20100102,815,CLR,10,-23,82,8,10,29.22,,,
4916,20100102,835,CLR,10,-23,82,8,20,29.22,,,
4916,20100102,855,CLR,10,-22,78,0,0,29.24,,,
4916,20100102,915,CLR,10,-22,78,5,340,29.24,,,
4916,20100102,935,CLR,10,-21,78,0,0,29.25,,,
4916,20100102,955,CLR,10,-21,78,3,350,29.24,,,
4916,20100102,1015,CLR,10,-21,87,0,0,29.25,,,
4916,20100102,1035,CLR,10,-20,79,3,330,29.25,,,
4916,20100102,1055,CLR,10,-20,79,5,330,29.25,,,
4916,20100102,1115,M,10,-19,72,0,0,29.24,,,
4916,20100102,1135,M,10,-18,65,5,270,29.24,,,
4916,20100102,1155,CLR,10,-18,65,3,270,29.25,,,
4916,20100102,1215,CLR,10,-18,65,6,280,29.25,,,
4916,20100102,1235,CLR,10,-18,65,3,270,29.24,,,
4916,20100102,1255,CLR,10,-18,68,6,250,29.23,,,
4916,20100102,1315,CLR,10,-18,68,7,290,29.23,,,
4916,20100102,1335,CLR,10,-17,65,0,0,29.22,,,
4916,20100102,1355,CLR,10,-17,65,5,320,29.22,,,
4916,20100102,1415,M,10,-17,65,5,300,29.21,,,
4916,20100102,1435,M,10,-17,65,3,290,29.21,,,
4916,20100102,1455,CLR,10,-17,65,5,300,29.21,,,
4916,20100102,1515,CLR,10,-17,65,3,330,29.21,,,
4916,20100102,1535,CLR,10,-17,65,0,0,29.21,,,
4916,20100102,1555,CLR,10,-17,65,3,320,29.21,,,
4916,20100102,1615,CLR,10,-18,68,5,330,29.21,,,
4916,20100102,1635,CLR,10,-18,68,5,350,29.21,,,
4916,20100102,1655,CLR,10,-18,68,5,340,29.22,,,
4916,20100102,1715,CLR,10,-18,65,7,350,29.21,,,
4916,20100102,1735,CLR,10,-19,72,6,340,29.22,,,
4916,20100102,1755,CLR,10,-19,72,7,330,29.21,,,
4916,20100102,1815,CLR,10,-19,72,6,350,29.21,,,
4916,20100102,1835,CLR,10,-20,79,5,350,29.21,,,
4916,20100102,1855,CLR,10,-20,79,5,10,29.21,,,
4916,20100102,1915,CLR,10,-20,79,5,350,29.21,,,
4916,20100102,1935,CLR,10,-21,78,0,0,29.23,,,
4916,20100102,1955,CLR,10,-21,78,3,310,29.23,,,
4916,20100102,2015,CLR,10,-21,78,3,310,29.24,,,
4916,20100102,2035,CLR,10,-21,78,0,0,29.24,,,
4916,20100102,2055,CLR,10,-21,78,3,310,29.24,,,
4916,20100102,2115,CLR,10,-21,71,3,330,29.24,,,
4916,20100102,2135,CLR,10,-21,71,7,340,29.24,,,
4916,20100102,2155,CLR,10,-22,78,3,320,29.24,,,
4916,20100102,2215,CLR,10,-22,78,3,360,29.24,,,
4916,20100102,2235,CLR,10,-22,78,5,340,29.24,,,
4916,20100102,2255,CLR,10,-22,78,3,340,29.24,,,
4916,20100102,2315,CLR,10,-23,82,0,0,29.24,,,
4916,20100102,2335,CLR,10,-23,82,3,310,29.24,,,
4916,20100102,2355,CLR,10,-23,82,0,0,29.24,,,
4916,20100103,15,CLR,10,-23,82,0,0,29.24,,,
4916,20100103,35,CLR,10,-23,74,0,0,29.24,,,
4916,20100103,55,CLR,10,-23,74,0,0,29.24,,,
4916,20100103,115,CLR,10,-23,74,0,0,29.24,,,
4916,20100103,135,CLR,10,-23,74,5,340,29.24,,,
4916,20100103,155,CLR,10,-23,74,3,330,29.24,,,
4916,20100103,215,CLR,10,-24,82,0,0,29.24,,,
4916,20100103,235,CLR,10,-24,82,0,0,29.24,,,
4916,20100103,255,CLR,10,-25,82,0,0,29.24,,,
4916,20100103,315,CLR,10,-24,74,0,0,29.24,,,
4916,20100103,335,CLR,10,-25,82,0,0,29.24,,,
4916,20100103,355,CLR,10,-24,82,0,0,29.24,,,
4916,20100103,415,CLR,10,-25,82,0,0,29.24,,,
4916,20100103,435,CLR,10,-26,86,0,0,29.24,,,
4916,20100103,455,CLR,10,-26,86,0,0,29.24,,,
4916,20100103,515,CLR,10,-26,86,0,0,29.24,,,
4916,20100103,535,CLR,10,-26,86,0,0,29.24,,,
4916,20100103,555,CLR,10,-25,78,0,0,29.24,,,
4916,20100103,615,CLR,10,-25,82,0,0,29.25,,,
4916,20100103,635,CLR,10,-26,86,0,0,29.25,,,
4916,20100103,655,CLR,10,-25,78,0,0,29.26,,,
4916,20100103,715,CLR,10,-25,82,0,0,29.26,,,
4916,20100103,735,CLR,10,-26,86,0,0,29.26,,,
4916,20100103,755,CLR,10,-26,78,0,0,29.26,,,
4916,20100103,815,CLR,10,-26,78,0,0,29.27,,,
4916,20100103,835,CLR,10,-25,78,0,0,29.27,,,
4916,20100103,855,CLR,10,-25,82,0,0,29.27,,,
4916,20100103,915,CLR,10,-24,74,0,0,29.27,,,
4916,20100103,935,CLR,10,-22,78,0,0,29.28,,,
4916,20100103,955,CLR,10,-21,87,0,0,29.28,,,
4916,20100103,1015,CLR,10,-20,83,3,360,29.28,,,
4916,20100103,1035,CLR,10,-18,75,5,360,29.29,,,
4916,20100103,1055,CLR,10,-17,79,6,10,29.29,,,
4916,20100103,1115,CLR,10,-16,79,8,20,29.28,,,
4916,20100103,1135,CLR,10,-15,80,9,20,29.27,,,
4916,20100103,1155,SCT013,10,-15,80,8,360,29.27,,,
4916,20100103,1215,SCT015,10,-15,80,10,20,29.27,,,
4916,20100103,1235,BKN015,10,-14,76,8,10,29.26,,,
4916,20100103,1255,OVC017,10,-13,70,9,30,29.25,,,
4916,20100103,1315,OVC017,10,-13,76,9,30,29.25,,,
4916,20100103,1335,OVC017,10,-13,76,6,30,29.24,,,
4916,20100103,1355,OVC015,10,-13,84,10,20,29.24,,,
4916,20100103,1415,OVC015,7,-12,80,8,20,29.23,,,
4916,20100103,1435,OVC015,10,-12,73,11,360,29.23,,,
4916,20100103,1455,OVC017,10,-12,80,14,10,29.24,,,
4916,20100103,1515,OVC017,10,-12,80,10,350,29.24,,,
4916,20100103,1535,OVC017,10,-12,80,13,350,29.24,,,
4916,20100103,1555,OVC017,10,-12,80,10,360,29.24,,,
4916,20100103,1615,OVC017,10,-12,80,8,360,29.24,,,
4916,20100103,1635,OVC017,10,-13,76,7,350,29.24,,,
4916,20100103,1655,OVC017,10,-12,80,10,360,29.23,,,
4916,20100103,1715,OVC017,10,-12,80,9,350,29.24,,,
4916,20100103,1735,OVC017,10,-12,80,11,10,29.23,,,
4916,20100103,1755,OVC017,10,-12,80,10,360,29.23,,,
4916,20100103,1815,OVC017,10,-12,80,13,360,29.23,,,
4916,20100103,1835,OVC017,10,-12,80,9,350,29.23,,,
4916,20100103,1855,OVC017,10,-12,80,11,360,29.23,,,
4916,20100103,1915,OVC017,10,-12,80,9,360,29.23,,,
4916,20100103,1935,OVC017,10,-12,80,10,360,29.23,,,
4916,20100103,1955,OVC017,10,-13,84,10,340,29.22,,,
4916,20100103,2015,SCT017,10,-14,83,8,330,29.22,,,
4916,20100103,2035,CLR,10,-15,83,8,350,29.22,,,
4916,20100103,2055,CLR,10,-15,80,8,350,29.22,,,
4916,20100103,2115,CLR,10,-16,87,6,330,29.23,,,
4916,20100103,2135,CLR,10,-16,87,6,350,29.23,,,
4916,20100103,2155,BKN015,10,-16,79,5,320,29.22,,,
4916,20100103,2215,SCT015,10,-17,87,3,330,29.22,,,
4916,20100103,2235,CLR,10,-17,79,6,330,29.22,,,
4916,20100103,2255,CLR,10,-17,87,6,330,29.22,,,
4916,20100103,2315,CLR,10,-17,79,6,350,29.21,,,
4916,20100103,2335,CLR,10,-17,79,6,340,29.21,,,
4916,20100103,2355,CLR,10,-17,79,0,0,29.21,,,
4916,20100104,35,CLR,10,-17,79,3,310,29.21,,,
4916,20100104,55,SCT013,10,-18,83,3,320,29.2,,,
4916,20100104,115,BKN013,10,-18,83,0,0,29.2,,,
4916,20100104,135,OVC013,10,-17,79,3,300,29.2,,,
4916,20100104,155,OVC013,10,-17,87,0,0,29.2,,,
4916,20100104,215,OVC011,10,-17,87,0,0,29.19,,,
4916,20100104,235,OVC011,10,-17,87,0,0,29.19,,,
4916,20100104,255,OVC011,10,-16,87,3,320,29.18,,,
4916,20100104,315,OVC011,10,-16,91,7,330,29.18,,,
4916,20100104,335,OVC011,10,-16,91,7,330,29.18,,,
4916,20100104,355,OVC011,10,-15,83,9,340,29.18,,,
4916,20100104,415,OVC011,10,-15,83,9,340,29.18,,,
4916,20100104,435,OVC011,10,-15,83,9,340,29.17,,,
4916,20100104,455,OVC009,10,-15,83,9,340,29.17,,,
4916,20100104,515,OVC009,10,-15,83,11,340,29.17,,,
4916,20100104,535,OVC009,10,-16,91,8,320,29.17,,,
4916,20100104,555,OVC009,10,-16,91,10,340,29.17,,,
4916,20100104,615,OVC009,10,-15,83,9,340,29.17,,,
4916,20100104,635,OVC009,10,-15,83,9,340,29.17,,,
4916,20100104,655,OVC011,10,-15,83,7,330,29.16,,,
4916,20100104,715,OVC011,0,-15,83,10,340,29.16,,,
4916,20100104,735,OVC011,0,-15,83,10,330,29.16,,,
4916,20100104,755,OVC009,7,-15,83,9,340,29.16,,,
4916,20100104,815,OVC009,10,-15,83,8,330,29.16,,,
4916,20100104,835,OVC009,10,-15,83,7,340,29.17,,,
4916,20100104,855,OVC009,7,-15,83,8,340,29.17,,,
4916,20100104,915,OVC009,0,-15,83,5,310,29.17,,,
4916,20100104,935,OVC009,3,-15,83,5,320,29.17,,,
4916,20100104,955,OVC009,4,-14,83,7,330,29.17,,,
4916,20100104,1015,OVC011,0,-13,84,10,340,29.17,,,
4916,20100104,1035,OVC011,4,-13,84,11,330,29.16,,,
4916,20100104,1055,OVC011,5,-13,84,10,340,29.15,,,
4916,20100104,1115,OVC011,7,-12,80,10,340,29.15,,,
4916,20100104,1135,OVC011,7,-12,80,11,340,29.13,,,
4916,20100104,1155,OVC011,7,-12,80,11,330,29.12,,,
4916,20100104,1215,SCT008 SCT011,10,-12,80,13,340,29.11,,,
4916,20100104,1235,CLR,10,-12,80,11,330,29.11,,,
4916,20100104,1255,CLR,10,-12,80,14,340,29.1,,,
4916,20100104,1315,CLR,10,-12,88,10,350,29.09,,,
4916,20100104,1335,CLR,10,-12,80,13,340,29.09,,,
4916,20100104,1355,CLR,10,-12,80,14,340,29.08,,,
4916,20100104,1415,CLR,10,-12,80,11,340,29.08,,,
4916,20100104,1435,CLR,10,-12,80,11,340,29.08,,,
4916,20100104,1455,CLR,10,-12,80,11,340,29.08,,,
4916,20100104,1515,CLR,10,-11,73,11,340,29.08,,,
4916,20100104,1535,CLR,10,-11,73,9,340,29.08,,,
4916,20100104,1555,CLR,10,-12,80,9,340,29.09,,,
4916,20100104,1615,CLR,10,-12,73,7,330,29.09,,,
4916,20100104,1635,CLR,10,-12,73,8,330,29.09,,,
4916,20100104,1655,CLR,10,-13,70,7,340,29.09,,,
4916,20100104,1715,CLR,10,-14,76,6,320,29.1,,,
4916,20100104,1735,CLR,10,-14,76,6,320,29.09,,,
4916,20100104,1755,CLR,10,-15,80,8,310,29.09,,,
4916,20100104,1815,CLR,10,-15,80,7,320,29.1,,,
4916,20100104,1835,CLR,10,-15,80,7,320,29.1,,,
4916,20100104,1855,CLR,10,-16,79,11,340,29.11,,,
4916,20100104,1915,CLR,10,-16,72,11,330,29.1,,,
4916,20100104,1935,CLR,10,-16,72,9,330,29.1,,,
4916,20100104,1955,CLR,10,-17,79,7,320,29.1,,,
4916,20100104,2015,CLR,10,-17,79,5,320,29.1,,,
4916,20100104,2035,CLR,10,-17,72,5,320,29.1,,,
4916,20100104,2055,CLR,10,-16,72,8,330,29.1,,,
4916,20100104,2115,CLR,10,-16,72,8,320,29.1,,,
4916,20100104,2135,CLR,10,-16,72,9,330,29.1,,,
4916,20100104,2155,CLR,10,-16,66,8,340,29.09,,,
4916,20100104,2215,CLR,10,-16,66,9,340,29.08,,,
4916,20100104,2235,CLR,10,-16,66,9,340,29.08,,,
4916,20100104,2255,CLR,10,-16,66,7,330,29.08,,,
4916,20100104,2315,CLR,10,-16,66,6,320,29.08,,,
4916,20100104,2335,CLR,10,-16,66,7,320,29.08,,,
4916,20100104,2355,CLR,10,-16,66,7,320,29.08,,,
4916,20100105,35,CLR,10,-17,72,7,340,29.08,,,
4916,20100105,55,CLR,10,-17,72,3,310,29.07,,,
4916,20100105,115,CLR,10,-17,72,6,320,29.07,,,
4916,20100105,135,CLR,10,-17,72,3,320,29.08,,,
4916,20100105,155,CLR,10,-17,72,3,310,29.08,,,
4916,20100105,215,CLR,10,-17,72,3,310,29.08,,,
4916,20100105,235,CLR,10,-17,72,5,310,29.08,,,
4916,20100105,255,CLR,10,-17,72,5,310,29.08,,,
4916,20100105,315,CLR,10,-17,72,5,310,29.08,,,
4916,20100105,335,CLR,10,-17,72,3,300,29.08,,,
4916,20100105,355,CLR,10,-17,72,0,0,29.08,,,
4916,20100105,415,CLR,10,-18,75,3,300,29.08,,,
4916,20100105,435,CLR,10,-18,75,5,310,29.08,,,
4916,20100105,455,CLR,10,-18,75,0,0,29.08,,,
4916,20100105,515,CLR,10,-18,75,8,330,29.08,,,
4916,20100105,535,CLR,10,-18,75,7,330,29.08,,,
4916,20100105,555,CLR,10,-17,72,8,330,29.08,,,
4916,20100105,615,CLR,10,-17,72,7,320,29.08,,,
4916,20100105,635,CLR,10,-17,72,7,320,29.09,,,
4916,20100105,655,CLR,10,-18,75,5,320,29.09,,,
4916,20100105,715,CLR,10,-18,75,0,0,29.09,,,
4916,20100105,735,CLR,10,-18,75,0,0,29.08,,,
4916,20100105,755,CLR,10,-19,75,3,300,29.08,,,
4916,20100105,815,CLR,10,-18,75,3,290,29.08,,,
4916,20100105,835,CLR,10,-18,75,3,310,29.08,,,
4916,20100105,855,CLR,10,-17,72,5,320,29.08,,,
4916,20100105,915,CLR,10,-17,72,3,310,29.08,,,
4916,20100105,935,CLR,10,-17,79,3,310,29.09,,,
4916,20100105,955,CLR,10,-16,72,5,330,29.09,,,
4916,20100105,1015,CLR,10,-15,72,6,330,29.09,,,
4916,20100105,1035,CLR,10,-15,80,6,330,29.09,,,
4916,20100105,1055,CLR,10,-14,73,7,330,29.08,,,
4916,20100105,1115,CLR,10,-13,70,6,320,29.08,,,
4916,20100105,1135,CLR,10,-12,73,7,330,29.08,,,
4916,20100105,1155,CLR,10,-11,67,8,330,29.07,,,
4916,20100105,1215,CLR,10,-11,67,6,320,29.05,,,
4916,20100105,1235,CLR,10,-10,67,5,330,29.05,,,
4916,20100105,1255,CLR,10,-10,74,7,320,29.05,,,
4916,20100105,1315,CLR,10,-9,67,6,290,29.05,,,
4916,20100105,1335,CLR,10,-9,62,6,290,29.04,,,
4916,20100105,1355,CLR,10,-9,67,5,300,29.04,,,
4916,20100105,1415,CLR,10,-9,67,7,340,29.04,,,
4916,20100105,1435,CLR,10,-9,67,5,330,29.04,,,
4916,20100105,1455,CLR,10,-9,74,8,340,29.04,,,
4916,20100105,1515,CLR,10,-9,74,8,340,29.04,,,
4916,20100105,1535,CLR,10,-10,74,7,360,29.04,,,
4916,20100105,1555,CLR,10,-10,74,6,350,29.04,,,
4916,20100105,1615,CLR,10,-10,74,0,0,29.04,,,
4916,20100105,1635,CLR,10,-11,73,0,0,29.04,,,
4916,20100105,1655,CLR,10,-11,73,0,0,29.04,,,
4916,20100105,1715,CLR,10,-12,73,3,250,29.04,,,
4916,20100105,1735,CLR,10,-13,76,3,250,29.04,,,
4916,20100105,1755,CLR,10,-13,70,3,240,29.03,,,
4916,20100105,1815,CLR,10,-14,76,0,0,29.04,,,
4916,20100105,1835,CLR,10,-14,76,0,0,29.03,,,
4916,20100105,1855,CLR,10,-15,80,0,0,29.03,,,
4916,20100105,1915,CLR,10,-15,80,0,0,29.03,,,
4916,20100105,1935,CLR,10,-15,80,0,0,29.03,,,
4916,20100105,1955,CLR,10,-16,87,3,280,29.03,,,
4916,20100105,2015,CLR,10,-16,87,0,0,29.03,,,
4916,20100105,2035,CLR,10,-16,79,3,290,29.03,,,
4916,20100105,2055,CLR,10,-16,79,3,290,29.03,,,
4916,20100105,2115,CLR,10,-16,79,0,0,29.02,,,
4916,20100105,2135,CLR,10,-16,79,3,290,29.03,,,
4916,20100105,2155,CLR,10,-16,79,0,0,29.03,,,
4916,20100105,2215,CLR,10,-17,87,3,300,29.03,,,
4916,20100105,2235,CLR,10,-17,79,0,0,29.04,,,
4916,20100105,2255,CLR,10,-17,87,0,0,29.03,,,
4916,20100105,2315,CLR,10,-17,79,0,0,29.02,,,
4916,20100105,2335,CLR,10,-17,79,0,0,29.02,,,
4916,20100105,2355,CLR,10,-17,79,3,300,29.01,,,
4916,20100106,15,CLR,10,-17,79,0,0,29,,,
4916,20100106,35,CLR,10,-18,83,0,0,29,,,
4916,20100106,55,CLR,10,-18,83,0,0,29,,,
4916,20100106,115,CLR,10,-18,83,0,0,29,,,
4916,20100106,135,CLR,10,-18,83,0,0,29,,,
4916,20100106,155,CLR,10,-19,83,0,0,29,,,
4916,20100106,215,CLR,10,-18,75,0,0,29,,,
4916,20100106,235,CLR,10,-18,75,0,0,29.01,,,
4916,20100106,255,CLR,10,-18,75,0,0,29.01,,,
4916,20100106,315,CLR,10,-17,72,0,0,29,,,
4916,20100106,335,CLR,10,-17,79,3,270,29.01,,,
4916,20100106,355,CLR,10,-17,79,0,0,29.01,,,
4916,20100106,415,CLR,10,-17,79,0,0,29.01,,,
4916,20100106,435,CLR,10,-17,72,0,0,29,,,
4916,20100106,455,CLR,10,-17,79,0,0,29,,,
4916,20100106,515,CLR,10,-17,72,3,350,28.99,,,
4916,20100106,535,CLR,10,-17,79,3,360,28.99,,,
4916,20100106,555,CLR,10,-16,72,0,0,28.99,,,
4916,20100106,615,CLR,10,-17,79,0,0,28.99,,,
4916,20100106,635,CLR,10,-17,79,0,0,28.99,,,
4916,20100106,655,CLR,10,-17,79,0,0,28.98,,,
4916,20100106,715,SCT110,10,-17,79,0,0,28.99,,,
4916,20100106,735,SCT110,10,-17,79,0,0,28.99,,,
4916,20100106,755,SCT110,7,-17,79,0,0,28.98,,,
4916,20100106,815,SCT110,10,-17,79,0,0,28.98,,,
4916,20100106,835,CLR,10,-17,79,0,0,28.98,,,
4916,20100106,855,CLR,10,-16,72,0,0,28.98,,,
4916,20100106,915,CLR,10,-16,72,0,0,28.98,,,
4916,20100106,935,CLR,10,-16,72,0,0,28.99,,,
4916,20100106,955,CLR,10,-15,72,0,0,29,,,
4916,20100106,1015,CLR,10,-14,73,0,0,28.98,,,
4916,20100106,1035,CLR,10,-12,67,0,0,28.98,,,
4916,20100106,1055,CLR,10,-11,67,0,0,28.98,,,
4916,20100106,1115,CLR,10,-11,67,0,0,28.97,,,
4916,20100106,1135,CLR,10,-11,67,0,0,28.96,,,
4916,20100106,1155,CLR,10,-10,67,0,0,28.97,,,
4916,20100106,1215,CLR,10,-10,67,0,0,28.95,,,
4916,20100106,1235,CLR,10,-9,67,0,0,28.95,,,
4916,20100106,1255,CLR,10,-8,68,0,0,28.93,,,
4916,20100106,1315,CLR,10,-8,68,0,0,28.92,,,
4916,20100106,1335,SCT100,10,-7,68,0,0,28.92,,,
4916,20100106,1355,SCT100,10,-7,68,0,0,28.91,,,
4916,20100106,1415,CLR,10,-7,68,0,0,28.91,,,
4916,20100106,1435,CLR,10,-7,68,0,0,28.91,,,
4916,20100106,1455,CLR,10,-7,68,0,0,28.91,,,
4916,20100106,1515,SCT085,10,-7,68,0,0,28.9,,,
4916,20100106,1535,BKN095,10,-7,74,0,0,28.9,,,
4916,20100106,1555,BKN070 BKN085,10,-7,74,0,0,28.89,,,
4916,20100106,1615,OVC070,10,-7,74,3,340,28.9,,,
4916,20100106,1635,OVC070,10,-7,74,0,0,28.9,,,
4916,20100106,1655,OVC070,10,-7,74,5,10,28.9,,,
4916,20100106,1715,OVC070,10,-7,74,0,0,28.9,,,
4916,20100106,1735,OVC060,10,-7,74,0,0,28.9,,,
4916,20100106,1755,OVC050,10,-7,74,5,10,28.9,,,
4916,20100106,1815,BKN040 OVC048,10,-7,74,3,350,28.91,,,
4916,20100106,1835,OVC036,10,-8,77,0,0,28.91,,,
4916,20100106,1855,BKN009 BKN014 OVC025,2,-8,77,5,350,28.9,,,
4916,20100106,1915,OVC008,1.25,-8,84,0,0,28.9,,,
4916,20100106,1935,SCT010 BKN017 OVC025,2,-8,84,3,350,28.9,,,
4916,20100106,1955,OVC023,3,-8,84,0,0,28.89,,,
4916,20100106,2015,OVC021,2.5,-8,84,3,360,28.89,,,
4916,20100106,2035,OVC023,2.5,-8,84,6,30,28.88,,,
4916,20100106,2055,OVC021,2.5,-8,84,5,20,28.88,,,
4916,20100106,2115,OVC021,2,-8,84,0,0,28.88,,,
4916,20100106,2135,SCT019 BKN039 OVC050,2.5,-8,84,3,50,28.88,,,
4916,20100106,2155,BKN041 OVC055,2.5,-8,84,3,20,28.87,,,
4916,20100106,2215,BKN020 OVC040,2.5,-8,84,7,50,28.85,,,
4916,20100106,2235,OVC013,2,-8,84,3,50,28.86,,,
4916,20100106,2255,BKN013 BKN021 OVC026,2,-8,84,3,40,28.86,,,
4916,20100106,2315,BKN024 BKN033 OVC041,2,-8,84,3,60,28.85,,,
4916,20100106,2335,SCT028 OVC033,2.5,-8,84,0,0,28.85,,,
4916,20100106,2355,BKN019 BKN028 OVC032,2.5,-8,84,0,0,28.83,,,
4916,20100107,15,SCT010 OVC017,1.5,-8,84,3,30,28.83,,,
4916,20100107,35,OVC012,1.5,-8,84,3,20,28.82,,,
4916,20100107,55,OVC011,1.25,-8,84,3,20,28.81,,,
4916,20100107,335,OVC028,1.75,-8,84,0,0,28.79,,,
4916,20100107,355,OVC024,2,-8,84,3,350,28.77,,,
4916,20100107,415,OVC022,2,-8,84,3,20,28.77,,,
4916,20100107,435,BKN010 OVC014,1.25,-8,84,3,360,28.77,,,
4916,20100107,455,OVC009,1.25,-8,84,5,10,28.77,,,
4916,20100107,515,OVC016,2.5,-8,84,5,360,28.76,,,
4916,20100107,535,OVC010,1.75,-8,84,5,360,28.76,,,
4916,20100107,555,BKN010 OVC014,2,-8,84,6,360,28.76,,,
4916,20100107,615,OVC010,2,-8,84,8,360,28.75,,,
4916,20100107,635,OVC010,2,-8,84,8,10,28.76,,,
4916,20100107,655,BKN014 OVC019,2.5,-8,92,9,360,28.76,,,
4916,20100107,715,OVC016,1.75,-8,92,9,360,28.76,,,
4916,20100107,735,OVC014,2,-7,96,8,10,28.77,,,
4916,20100107,755,OVC006,0.75,-7,96,9,360,28.76,,,
4916,20100107,815,OVC006,0.75,-7,96,10,360,28.77,,,
4916,20100107,835,BKN006 OVC012,1,-7,96,9,10,28.77,,,
4916,20100107,855,OVC012,1,-7,96,10,360,28.77,,,
4916,20100107,915,OVC008,0.75,-7,96,9,360,28.77,,,
4916,20100107,935,OVC010,1,-6,88,9,360,28.79,,,
4916,20100107,955,SCT006 OVC010,0.75,-6,88,10,350,28.79,,,
4916,20100107,1015,BKN006 OVC011,1,-6,92,13,350,28.79,,,
4916,20100107,1035,OVC013,1.25,-6,88,17,350,28.79,,,
